,sampleID,Variable,value,Unit,AdjunctCulture,Age[d],Experiment,MilkTreatment,Prefix,SampleNumber,SampleType,Season,Semester,SubExperiment,Trial,production_date,variable
577,EH_312_cheese_120d,D-lactic acid,46.6,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,D-lactic_acid_[mmol/kg]
578,EH_312_cheese_120d,Dry loss,412.0,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Dry_loss_[g/kg]
579,EH_312_cheese_120d,Fat,315.0,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_[g/kg]
580,EH_312_cheese_120d,Fat in dry matter,536.0,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_in_dry_matter_[g/kg]
581,EH_312_cheese_120d,Force at 33,6.0,N,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_33_[N]
582,EH_312_cheese_120d,Formic acid C1,4.49,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Formic_acid_C1_[mmol/kg]
583,EH_312_cheese_120d,Histamin,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Histamin_[mg/kg]
584,EH_312_cheese_120d,Isobutyric acid C4 iso,0.2,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isobutyric_acid_C4_iso_[mmol/kg]
585,EH_312_cheese_120d,Isocaproic acid C6 iso,0.18,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isocaproic_acid_C6_iso_[mmol/kg]
586,EH_312_cheese_120d,Isopentylamin,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isopentylamin_[mg/kg]
587,EH_312_cheese_120d,Isovaleric acid C5 iso,0.28,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isovaleric_acid_C5_iso_[mmol/kg]
588,EH_312_cheese_120d,L-Lactic acid,56.1,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_[mmol/kg]
589,EH_312_cheese_120d,L-Lactic acid proportion of TLA,54.6,%,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_proportion_of_TLA_[%]
590,EH_312_cheese_120d,L-leucine aminopeptidase (LAP),5.65,IU/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-leucine_aminopeptidase_(LAP)_[IU/kg]
591,EH_312_cheese_120d,Lactic acid (total),102.7,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Lactic_acid_(total)_[mmol/kg]
592,EH_312_cheese_120d,Non-protein nitrogen,5.92,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Non-protein_nitrogen_[g/kg]
593,EH_312_cheese_120d,OPA-Value,167.7,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,OPA-Value_[mmol/kg]
594,EH_312_cheese_120d,Phenylethylamine,39.4,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Phenylethylamine_[mg/kg]
595,EH_312_cheese_120d,Propionic acid C3,0.61,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Propionic_acid_C3_[mmol/kg]
596,EH_312_cheese_120d,Putrescin,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Putrescin_[mg/kg]
597,EH_312_cheese_120d,Sodiumchloride,20.0,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Sodiumchloride_calculated_(from_Cl)_[g/kg]
598,EH_312_cheese_120d,Spermidin,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermidin_[mg/kg]
599,EH_312_cheese_120d,Spermin,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermin_[mg/kg]
600,EH_312_cheese_120d,Total nitrogen,36.5,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_nitrogen_[g/kg]
601,EH_312_cheese_120d,Total volatile carboxylic acids,23.79,mmol/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_volatile_carboxylic_acids_[mmol/kg]
602,EH_312_cheese_120d,Tryptamine,0.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tryptamine_[mg/kg]
603,EH_312_cheese_120d,Tyramin,141.0,mg/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tyramin_[mg/kg]
604,EH_312_cheese_120d,Water in fat free cheese,601.0,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water_in_fat_free_cheese_[g/kg]
605,EH_312_cheese_120d,Water-soluble nitrogen,12.7,g/kg,eRM.H.y,120,Liebefeld,raw,,312,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water-soluble_nitrogen_[g/kg]
606,EH_313_cheese_120d,Acetic acid C2,18.6,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Acetic_acid_C2_[mmol/kg]
607,EH_313_cheese_120d,Biogenic amine,133.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Biogenic_amine_[mg/kg]
608,EH_313_cheese_120d,Butyric acid C4,1.47,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Butyric_acid_C4_[mmol/kg]
609,EH_313_cheese_120d,Cadaverin,27.5,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Cadaverin_[mg/kg]
610,EH_313_cheese_120d,Caproic acid C6,0.16,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Caproic_acid_C6_[mmol/kg]
611,EH_313_cheese_120d,Chloride,12.6,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Chloride_[g/kg]
612,EH_313_cheese_120d,Citric acid,0.0,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Citric_acid_[mmol/kg]
613,EH_313_cheese_120d,D-lactic acid,47.7,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,D-lactic_acid_[mmol/kg]
614,EH_313_cheese_120d,Dry loss,419.0,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Dry_loss_[g/kg]
615,EH_313_cheese_120d,Fat,310.0,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_[g/kg]
616,EH_313_cheese_120d,Fat in dry matter,534.0,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_in_dry_matter_[g/kg]
617,EH_313_cheese_120d,Force at 33,8.17,N,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_33_[N]
618,EH_313_cheese_120d,Force at fracture,8.28,N,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_fracture_[N]
619,EH_313_cheese_120d,Formic acid C1,4.95,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Formic_acid_C1_[mmol/kg]
620,EH_313_cheese_120d,Fracture deformation,37.1,%,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fracture_deformation_[%]
621,EH_313_cheese_120d,Histamin,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Histamin_[mg/kg]
622,EH_313_cheese_120d,Isobutyric acid C4 iso,0.2,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isobutyric_acid_C4_iso_[mmol/kg]
623,EH_313_cheese_120d,Isocaproic acid C6 iso,0.21,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isocaproic_acid_C6_iso_[mmol/kg]
624,EH_313_cheese_120d,Isopentylamin,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isopentylamin_[mg/kg]
625,EH_313_cheese_120d,Isovaleric acid C5 iso,0.28,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isovaleric_acid_C5_iso_[mmol/kg]
626,EH_313_cheese_120d,L-Lactic acid,52.5,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_[mmol/kg]
627,EH_313_cheese_120d,L-Lactic acid proportion of TLA,52.4,%,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_proportion_of_TLA_[%]
628,EH_313_cheese_120d,L-leucine aminopeptidase (LAP),5.85,IU/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-leucine_aminopeptidase_(LAP)_[IU/kg]
629,EH_313_cheese_120d,Lactic acid (total),100.1,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Lactic_acid_(total)_[mmol/kg]
630,EH_313_cheese_120d,Non-protein nitrogen,5.97,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Non-protein_nitrogen_[g/kg]
631,EH_313_cheese_120d,OPA-Value,153.0,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,OPA-Value_[mmol/kg]
632,EH_313_cheese_120d,Phenylethylamine,19.6,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Phenylethylamine_[mg/kg]
633,EH_313_cheese_120d,Propionic acid C3,0.5,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Propionic_acid_C3_[mmol/kg]
634,EH_313_cheese_120d,Putrescin,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Putrescin_[mg/kg]
635,EH_313_cheese_120d,Sodiumchloride,20.7,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Sodiumchloride_calculated_(from_Cl)_[g/kg]
636,EH_313_cheese_120d,Spermidin,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermidin_[mg/kg]
637,EH_313_cheese_120d,Spermin,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermin_[mg/kg]
638,EH_313_cheese_120d,Total nitrogen,35.7,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_nitrogen_[g/kg]
639,EH_313_cheese_120d,Total volatile carboxylic acids,26.37,mmol/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_volatile_carboxylic_acids_[mmol/kg]
640,EH_313_cheese_120d,Tryptamine,0.0,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tryptamine_[mg/kg]
641,EH_313_cheese_120d,Tyramin,85.9,mg/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tyramin_[mg/kg]
642,EH_313_cheese_120d,Water in fat free cheese,607.0,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water_in_fat_free_cheese_[g/kg]
643,EH_313_cheese_120d,Water-soluble nitrogen,10.7,g/kg,eRM.HS.y,120,Liebefeld,raw,,313,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water-soluble_nitrogen_[g/kg]
644,EH_314_cheese_120d,Acetic acid C2,19.62,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Acetic_acid_C2_[mmol/kg]
645,EH_314_cheese_120d,Biogenic amine,157.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Biogenic_amine_[mg/kg]
646,EH_314_cheese_120d,Butyric acid C4,1.47,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Butyric_acid_C4_[mmol/kg]
647,EH_314_cheese_120d,Cadaverin,21.9,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Cadaverin_[mg/kg]
648,EH_314_cheese_120d,Caproic acid C6,0.2,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Caproic_acid_C6_[mmol/kg]
649,EH_314_cheese_120d,Chloride,13.4,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Chloride_[g/kg]
650,EH_314_cheese_120d,Citric acid,0.0,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Citric_acid_[mmol/kg]
651,EH_314_cheese_120d,D-lactic acid,45.7,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,D-lactic_acid_[mmol/kg]
652,EH_314_cheese_120d,Dry loss,415.0,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Dry_loss_[g/kg]
653,EH_314_cheese_120d,Fat,311.0,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_[g/kg]
654,EH_314_cheese_120d,Fat in dry matter,532.0,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_in_dry_matter_[g/kg]
655,EH_314_cheese_120d,Force at 33,4.31,N,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_33_[N]
656,EH_314_cheese_120d,Formic acid C1,5.04,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Formic_acid_C1_[mmol/kg]
657,EH_314_cheese_120d,Histamin,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Histamin_[mg/kg]
658,EH_314_cheese_120d,Isobutyric acid C4 iso,0.28,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isobutyric_acid_C4_iso_[mmol/kg]
659,EH_314_cheese_120d,Isocaproic acid C6 iso,0.2,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isocaproic_acid_C6_iso_[mmol/kg]
660,EH_314_cheese_120d,Isopentylamin,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isopentylamin_[mg/kg]
661,EH_314_cheese_120d,Isovaleric acid C5 iso,0.47,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isovaleric_acid_C5_iso_[mmol/kg]
662,EH_314_cheese_120d,L-Lactic acid,53.3,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_[mmol/kg]
663,EH_314_cheese_120d,L-Lactic acid proportion of TLA,53.8,%,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_proportion_of_TLA_[%]
664,EH_314_cheese_120d,L-leucine aminopeptidase (LAP),5.75,IU/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-leucine_aminopeptidase_(LAP)_[IU/kg]
665,EH_314_cheese_120d,Lactic acid (total),99.0,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Lactic_acid_(total)_[mmol/kg]
666,EH_314_cheese_120d,Non-protein nitrogen,5.87,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Non-protein_nitrogen_[g/kg]
667,EH_314_cheese_120d,OPA-Value,172.0,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,OPA-Value_[mmol/kg]
668,EH_314_cheese_120d,Phenylethylamine,21.6,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Phenylethylamine_[mg/kg]
669,EH_314_cheese_120d,Propionic acid C3,0.57,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Propionic_acid_C3_[mmol/kg]
670,EH_314_cheese_120d,Putrescin,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Putrescin_[mg/kg]
671,EH_314_cheese_120d,Sodiumchloride,22.2,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Sodiumchloride_calculated_(from_Cl)_[g/kg]
672,EH_314_cheese_120d,Spermidin,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermidin_[mg/kg]
673,EH_314_cheese_120d,Spermin,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermin_[mg/kg]
674,EH_314_cheese_120d,Total nitrogen,35.8,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_nitrogen_[g/kg]
675,EH_314_cheese_120d,Total volatile carboxylic acids,27.85,mmol/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_volatile_carboxylic_acids_[mmol/kg]
676,EH_314_cheese_120d,Tryptamine,0.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tryptamine_[mg/kg]
677,EH_314_cheese_120d,Tyramin,114.0,mg/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tyramin_[mg/kg]
678,EH_314_cheese_120d,Water in fat free cheese,602.0,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water_in_fat_free_cheese_[g/kg]
679,EH_314_cheese_120d,Water-soluble nitrogen,16.0,g/kg,eRM.o,120,Liebefeld,raw,,314,cheese,spring,summer,3.2,20-22-83,2022-05-05,Water-soluble_nitrogen_[g/kg]
680,EH_315_cheese_120d,Acetic acid C2,13.24,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Acetic_acid_C2_[mmol/kg]
681,EH_315_cheese_120d,Biogenic amine,158.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Biogenic_amine_[mg/kg]
682,EH_315_cheese_120d,Butyric acid C4,1.15,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Butyric_acid_C4_[mmol/kg]
683,EH_315_cheese_120d,Cadaverin,19.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Cadaverin_[mg/kg]
684,EH_315_cheese_120d,Caproic acid C6,0.12,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Caproic_acid_C6_[mmol/kg]
685,EH_315_cheese_120d,Chloride,12.1,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Chloride_[g/kg]
686,EH_315_cheese_120d,Citric acid,0.0,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Citric_acid_[mmol/kg]
687,EH_315_cheese_120d,D-lactic acid,45.1,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,D-lactic_acid_[mmol/kg]
688,EH_315_cheese_120d,Dry loss,410.0,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Dry_loss_[g/kg]
689,EH_315_cheese_120d,Fat,317.0,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_[g/kg]
690,EH_315_cheese_120d,Fat in dry matter,537.0,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fat_in_dry_matter_[g/kg]
691,EH_315_cheese_120d,Force at 33,9.87,N,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_33_[N]
692,EH_315_cheese_120d,Force at fracture,9.74,N,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Force_at_fracture_[N]
693,EH_315_cheese_120d,Formic acid C1,3.5,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Formic_acid_C1_[mmol/kg]
694,EH_315_cheese_120d,Fracture deformation,32.1,%,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Fracture_deformation_[%]
695,EH_315_cheese_120d,Histamin,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Histamin_[mg/kg]
696,EH_315_cheese_120d,Isobutyric acid C4 iso,0.1,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isobutyric_acid_C4_iso_[mmol/kg]
697,EH_315_cheese_120d,Isocaproic acid C6 iso,0.07,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isocaproic_acid_C6_iso_[mmol/kg]
698,EH_315_cheese_120d,Isopentylamin,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isopentylamin_[mg/kg]
699,EH_315_cheese_120d,Isovaleric acid C5 iso,0.17,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Isovaleric_acid_C5_iso_[mmol/kg]
700,EH_315_cheese_120d,L-Lactic acid,67.1,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_[mmol/kg]
701,EH_315_cheese_120d,L-Lactic acid proportion of TLA,59.8,%,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-Lactic_acid_proportion_of_TLA_[%]
702,EH_315_cheese_120d,L-leucine aminopeptidase (LAP),6.35,IU/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,L-leucine_aminopeptidase_(LAP)_[IU/kg]
703,EH_315_cheese_120d,Lactic acid (total),112.2,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Lactic_acid_(total)_[mmol/kg]
704,EH_315_cheese_120d,Non-protein nitrogen,6.02,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Non-protein_nitrogen_[g/kg]
705,EH_315_cheese_120d,OPA-Value,178.3,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,OPA-Value_[mmol/kg]
706,EH_315_cheese_120d,Phenylethylamine,27.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Phenylethylamine_[mg/kg]
707,EH_315_cheese_120d,Propionic acid C3,0.37,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Propionic_acid_C3_[mmol/kg]
708,EH_315_cheese_120d,Putrescin,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Putrescin_[mg/kg]
709,EH_315_cheese_120d,Sodiumchloride,20.0,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Sodiumchloride_calculated_(from_Cl)_[g/kg]
710,EH_315_cheese_120d,Spermidin,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermidin_[mg/kg]
711,EH_315_cheese_120d,Spermin,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Spermin_[mg/kg]
712,EH_315_cheese_120d,Total nitrogen,36.5,g/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_nitrogen_[g/kg]
713,EH_315_cheese_120d,Total volatile carboxylic acids,18.72,mmol/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Total_volatile_carboxylic_acids_[mmol/kg]
714,EH_315_cheese_120d,Tryptamine,0.0,mg/kg,eRM.H.o,120,Liebefeld,raw,,315,cheese,spring,summer,3.2,20-22-83,2022-05-05,Tryptamine_[mg/kg]
